,CRASH TIME,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,COLLISION_ID,distance,severity,polar sentiment,neutral sentiment,target
12849,998,40.575893869676904,-74.09731494540665,0,1,0,0,0,0,0,1,4319756,526,33.20049109584259,0.21279120645879424,0.43403506260012703,0
12850,698,40.787101159843786,-74.37647439391584,0,0,1,0,0,0,0,1,4322576,6460,21.206788232388263,0.4351539333524587,0.47210898048621514,0
12851,1084,40.55655445628827,-73.52372929228747,0,1,0,0,0,0,0,0,4314440,7725,44.25355601396505,0.22476431392432986,0.5369919802998496,0
12852,1019,40.9944097758039,-74.69462535613951,0,0,1,1,0,0,0,0,4309814,5293,62.51646422312587,0.15549769724398557,0.7080992701156339,0
12853,1702,40.71140416810289,-74.38397251234994,0,0,0,0,0,0,1,0,4326513,5079,58.111532964339006,0.06914077600250902,0.646985069171537,0
12854,1607,40.894663050961704,-73.97462077861015,0,1,1,0,0,0,0,1,4310227,5740,65.5311638763691,0.2742133289282581,0.6280168903831745,0
12855,987,40.849068002887066,-74.04937283230089,0,0,0,0,0,0,0,1,4320054,8040,43.592751654736716,0.24534654668614986,0.6361484414885027,0
12856,1796,40.572605610587644,-74.53592147219061,0,1,0,1,0,0,0,0,4318135,1676,53.058316738253914,0.10197394950376219,0.6362290709676587,0
12857,972,40.89052081618319,-74.29409514956689,0,0,0,1,0,0,0,0,4311880,5605,7.041128349712379,0.2322044763660718,0.9026879963969595,0
12858,1099,40.87016506366628,-74.34493679974167,0,0,0,1,0,0,0,0,4322239,811,44.19202512726561,0.30133877896824307,0.7433097756180106,0
12859,1529,40.859607186508,-73.41435122023879,0,0,0,1,0,0,0,0,4327339,8821,35.09289293053324,0.042684340313795366,0.9125629225838509,0
12860,1039,40.868683436405895,-73.4541050802832,0,0,0,0,0,0,1,1,4321888,7076,57.056372662693214,0.24452544927809433,0.7555550057639804,0
12861,1531,40.863552551311656,-73.33288311670363,0,0,0,0,1,0,1,1,4322221,5811,55.75255170295207,0.4023536008352874,0.7918669519067955,0
12862,488,40.770062461885935,-74.64647922791175,1,1,1,0,0,0,0,1,4321896,7458,11.724574323741733,0.29013866696115687,0.47999609031237217,0
12863,1457,40.65189902300552,-73.94312518703437,0,0,1,1,0,0,0,1,4307029,2310,65.64527485988178,0.21410737900552818,0.5266276706090929,0
12864,1475,40.77080638008279,-74.15202709253857,1,0,0,0,1,1,0,1,4306563,7769,39.02724199435594,0.2438305051326678,0.6687261858509685,0
12865,2115,40.63476388753994,-73.43033419915082,0,1,0,0,0,0,0,0,4302156,1400,25.93585776148949,0.3351151812534678,0.5223324469510277,0
12866,1594,40.73364931630757,-74.38293267802091,0,0,0,0,0,0,0,0,4322631,7575,35.6516217577119,0.20267701870823165,0.5092508838163787,0
12867,536,40.90998484631367,-74.80917369362523,0,0,0,1,0,0,0,0,4323059,795,35.515293237264714,0.42828363144356996,0.9391712870739143,0
12868,1079,40.67941365644236,-73.11986042628497,0,1,0,1,0,0,1,0,4303827,7903,33.887564695940945,0.19757831725243458,0.7129870517286937,0
12869,2245,40.73227962133701,-74.05609675887347,0,0,0,1,0,0,1,0,4323092,8062,48.61959274593447,0.07480164090237999,0.6284521235203235,0
12870,2108,40.80265629867862,-73.41952477842413,1,1,0,0,0,0,0,0,4314063,8469,28.991226493766515,0.3007568381464095,0.5119185050649695,0
12871,1964,40.776655143498125,-73.24876423460343,0,1,0,0,0,0,1,0,4314363,8170,29.324744243105894,0.3111667767827178,0.5029563084352383,0
12872,1535,40.85750884659129,-74.6239629760052,0,0,0,1,0,0,1,0,4326455,8494,28.243314592627712,0.3618071194663898,0.5877667367809156,0
12873,1008,40.854568248863984,-74.01326002758115,0,0,0,0,0,0,0,1,4319979,8039,45.925761860896884,0.25363858009737217,0.6361623163970779,0
12874,1870,40.731471297823035,-74.5579784874291,0,0,0,0,0,1,0,0,4311671,4708,17.238351218824526,0.14421604933481366,0.7845554974611518,0
12875,1610,40.6556553770274,-74.50140750280123,0,0,1,1,0,0,1,0,4317814,1331,55.24378184758996,0.08335550857603723,0.628879118756263,0
12876,541,40.93210860109484,-73.95117407912255,0,0,1,0,0,0,0,0,4311940,5977,9.026709545698694,0.29808405684228084,0.9111172213887115,0
12877,1581,40.76983712046259,-74.39721167923155,0,0,0,0,0,0,0,0,4301580,4814,6.660111512600071,0.21440667390416274,0.7148120800009679,0
12878,2271,40.92960780973465,-74.08775903109338,0,0,0,0,0,0,0,0,4310492,9371,33.994928458618965,0.33177194496058227,0.8582761206509189,0
12879,1841,40.652369720001836,-74.24320910367176,0,1,0,1,0,0,0,0,4319102,1395,54.375028494613595,0.10597513123322269,0.5754202475904374,0
12880,1701,40.729477234157365,-74.05828828983498,1,0,0,1,0,0,1,1,4304705,7517,23.92643087164886,0.29135367916747473,0.7693735565812932,0
12881,2073,40.81767879597675,-74.20995205086551,0,0,0,0,0,0,0,0,4310749,860,65.27496349875483,0.11102983363137314,0.6495120574217668,0
12882,1992,40.95476544315612,-73.33005855519352,0,0,1,0,0,0,1,0,4308076,964,46.48076781702582,0.004575039845039555,0.705967160248461,0
12883,912,40.93536582967011,-73.67187465171857,0,0,1,0,0,0,0,0,4316525,1333,23.757229116360698,0.2502907996372431,0.8178958343041934,0
12884,2104,40.77934086324351,-74.54229014948277,0,0,0,1,0,0,1,0,4304659,7607,8.700910402502497,0.23146513180134204,0.7805137770427307,0
12885,1428,40.80231880949039,-73.75125882236053,0,0,0,0,0,0,0,0,4316546,1412,4.380097527357373,0.3588210468822363,0.8430475397804085,0
12886,1367,40.936514598248294,-74.72137271705016,0,1,1,0,1,0,1,0,4309195,3961,67.0664314796599,0.32415327000800503,0.7444710141680666,0
12887,2027,40.893340764370976,-73.84568770210915,0,0,1,0,0,0,1,0,4309515,835,59.57695867932952,0.055127028515319906,0.6590337527903661,0
12888,1172,40.88538053615806,-73.71118635047107,0,0,1,0,0,0,0,0,4311646,5934,26.779700442771436,0.349005599949773,0.8204710133869192,0
12889,2020,40.6485264846545,-74.14183837100292,1,0,1,1,0,0,0,1,4305312,8571,23.47586083557935,0.37983813323999394,0.7307804724776702,0
12890,1739,40.75515634283596,-73.79726775180333,0,1,0,1,0,0,0,0,4302700,2360,27.65926139553306,0.23975488489487395,0.9655659940932091,0
12891,1646,40.8564033106646,-73.58058275485507,0,0,0,1,0,0,0,0,4327182,8559,39.84011119058296,0.06246860760793686,0.9238071893872589,0
12892,1260,40.87779361549908,-74.30015108068284,0,1,0,1,0,0,0,0,4300959,1410,5.78341184739933,0.44128867899593927,0.6319514861174867,0
12893,1959,40.825745244532285,-74.23023878278843,0,0,0,1,0,0,0,0,4311033,9300,41.44703405644217,0.25875788960601953,0.7831258186815123,0
12894,583,40.692909551825366,-73.86231673813342,0,1,0,0,0,0,0,1,4321979,5887,57.0,0.23253480630825402,0.6141671167890883,0
12895,2271,40.83337576412371,-73.31323911008232,0,0,0,0,0,0,0,0,4319439,2847,32.306298115107246,0.08375783132746584,0.5786679295760455,0
12896,1700,40.75258864107691,-73.89978324008419,0,0,0,0,0,0,0,0,4302681,2688,25.09575749080848,0.23124770174342404,0.9719283769392397,0
12897,2200,40.761958582690696,-73.54917100938829,0,1,0,1,0,0,1,0,4301783,842,32.43616590477757,0.2712717929594723,0.5491739663076408,0
12898,1555,40.557583236399026,-73.2600493322776,0,0,1,0,0,1,1,1,4315397,2815,41.81833450378003,0.14232040909341961,0.7586700099466251,0
12899,458,40.768618966286645,-74.6657139181846,1,1,1,0,0,0,0,1,4322010,7384,11.316841824259626,0.3083649999831275,0.46057905540823696,0
12900,2043,40.77109496496116,-74.4730683223027,1,0,0,1,0,0,1,1,4304689,7581,11.34604896364133,0.24504805863894058,0.7797521160606263,0
12901,2087,40.787664079046564,-73.41038385986229,0,0,0,0,0,0,0,0,4319317,2605,30.150310399122397,0.10937873340023829,0.5519433986948642,0
12902,1465,40.75178086743818,-73.62074832508448,0,1,0,0,0,1,0,0,4319322,6375,60.073102307589465,0.32937586704941757,0.4945112911958588,0
12903,1168,40.891860158441524,-73.91980104027267,0,0,0,1,0,0,1,1,4310710,4109,26.47425415273795,0.24407085353869476,0.6480047224805395,0
12904,2267,40.92576898346801,-74.09634607924704,0,0,0,0,0,0,0,0,4310526,9363,33.629273839575006,0.3330252777907797,0.859685186086057,0
12905,771,40.765828917757666,-73.68287019476527,0,1,0,0,0,0,0,1,4321999,6359,57.0,0.2362377469301657,0.6760806609708255,0
12906,339,40.826532725198156,-74.86097246900282,0,0,1,1,0,0,1,1,4322510,843,30.299503872500715,0.3700654876442335,0.9573625748897703,0
12907,1544,40.75678209163003,-74.67820287600892,0,0,0,0,0,0,0,0,4315726,9075,49.45187666450279,0.16878272496487615,0.7846941889323531,0
12908,789,40.823207968811325,-73.56617396112492,0,1,1,0,0,0,0,0,4310628,7707,38.745319182053535,0.23553620211212334,0.5786021763123177,0
12909,1887,40.816257465222286,-73.37166982735353,1,1,0,0,0,1,1,0,4314629,8278,23.228737378025933,0.3018320722265712,0.6097385740281904,0
12910,2004,40.816218561195306,-73.583530839196,0,0,0,0,0,0,0,0,4320680,1277,51.57314976991138,0.10731618357294842,0.4815483773728776,0
12911,1407,40.629847799168004,-73.19300374835542,0,0,1,0,0,0,0,1,4315427,2723,33.24746800500294,0.19158287285874237,0.8021225597559921,0
12912,1940,40.714613749003725,-73.74080050404187,0,1,0,1,1,0,0,0,4302520,1777,27.768822385905946,0.25684216308898,0.7973710126555331,0
12913,968,40.82028099654762,-73.92644132723859,0,1,0,0,0,1,0,1,4320586,7763,37.408168495848365,0.24896830938515924,0.6033058918260658,0
12914,2154,40.605383070541066,-74.46019757985263,0,1,0,1,0,0,1,0,4317143,769,18.534351577778,0.27609362183617064,0.6800664644915031,0
12915,1874,40.62187680548878,-74.37945365957495,0,1,0,1,1,0,1,0,4303891,2301,29.0,0.11579380943990614,0.5700118370515563,0
12916,1816,40.730023792021086,-73.5804146901556,0,0,0,0,0,0,0,0,4319425,1999,31.51302582525144,0.1445197763644705,0.5005405005358565,0
12917,1733,40.876322109060105,-74.60792114167495,0,0,1,0,1,0,1,0,4309150,2377,68.21220421197677,0.39715767491836007,0.7554448199755706,0
12918,1043,40.62714654794172,-73.32532913450251,1,0,0,1,0,0,0,1,4304545,7481,49.129635293366015,0.37935078178461523,0.6992184694995092,0
12919,2023,40.81763882252299,-73.70105050048355,0,0,0,0,0,0,0,0,4314740,8613,33.026786738830936,0.2787921708499578,0.5912056735817708,0
12920,1789,40.70780977079337,-73.84227339828541,1,1,0,0,0,0,0,0,4313660,8647,37.565246603765644,0.23265996101965156,0.5460210405498285,0
12921,1676,40.70998191529396,-73.22250148809077,0,1,0,0,0,0,1,0,4314543,7902,33.076142239482145,0.2961069052484781,0.5062681587095704,0
12922,1007,40.939147791635705,-74.29823687134731,1,0,0,0,1,0,0,1,4307049,6451,44.87068145327067,0.05769152573207371,0.6551900515637541,0
12923,786,40.751530925135,-73.71009996270932,0,0,0,0,0,0,0,0,4316045,7857,14.239162143478419,0.22594667600485058,0.9739078834459484,0
12924,1292,40.767511814074886,-74.32899873974934,0,0,0,0,0,0,0,0,4315991,8641,36.50583314249974,0.1932210065032877,0.8615378892965956,0
12925,2107,40.76508565764529,-74.19867988987455,0,0,0,0,0,0,0,0,4311080,1057,59.04870732378274,0.1436724255891762,0.6900417984131768,0
12926,979,40.53760750246705,-74.19281482337169,0,0,0,1,0,0,0,0,4305216,1173,41.632267631854525,0.12807606043956196,0.5564231887679405,0
12927,1363,40.77528336543583,-73.86747403670874,0,1,1,0,0,0,0,0,4301395,2033,9.34264520409554,0.45211520226985485,0.6265992408759601,0
12928,1916,40.60198584081678,-73.23262178524867,0,1,0,0,0,0,0,0,4302233,2165,22.615399291915466,0.3887565983619992,0.5575133211112634,0
12929,1937,40.684634010168836,-74.56327550899536,1,0,0,1,0,0,0,1,4304060,7845,18.47174247635461,0.255449141512873,0.6100976514424736,0
12930,1778,40.618663097676,-74.34111631753554,0,1,0,0,0,0,1,0,4313554,8371,14.961476258049482,0.3858831081211558,0.8501962560703542,0
12931,529,40.77206090579108,-74.61984980863133,1,1,1,0,0,0,0,1,4321737,7562,12.289058572198858,0.2649052653777545,0.5068779561657161,0
12932,1709,40.71966817788024,-74.41271987930006,0,0,0,0,0,0,1,0,4326388,5066,58.872423847738176,0.04989955589623046,0.6517064497603379,0
12933,735,40.784128863880376,-74.46156901220304,1,1,0,0,0,0,0,1,4321006,8030,16.204132036505335,0.1465225112159863,0.6396109993947664,0
12934,2160,40.83024832924768,-73.40228718505237,0,0,0,0,0,0,0,0,4314366,8470,28.133325077698874,0.31063280315944125,0.5277046556546643,0
12935,557,40.77342890898938,-74.60162106042847,1,1,1,0,0,0,0,1,4321629,7633,12.67546734518937,0.24763213903123624,0.5252795126812033,0
12936,859,40.9837475119276,-73.96223723216039,0,0,1,1,0,0,1,1,4309947,4071,49.27166015528881,0.259915018231745,0.6194888362153395,0
12937,1654,40.83443572474641,-73.27138712814799,1,1,0,0,0,0,0,0,4328650,6034,51.379407504343874,0.2422755762165239,0.9332130813860012,0
12938,1115,40.8824849731895,-73.81211609404862,0,0,0,0,0,0,1,1,4319677,7994,57.96388789063536,0.2945620187890945,0.6408004702485873,0
12939,1927,40.748831339881804,-73.65943263327966,1,1,0,0,0,0,0,0,4313834,8570,33.85694260835244,0.2621121804318526,0.5312715336709327,0
12940,861,40.74868756338686,-74.60320721192473,0,0,0,0,0,0,0,0,4322648,7228,20.678383117808142,0.3202391350418604,0.4199200466083829,0
12941,1748,40.708136907182286,-74.00886091038053,0,1,0,1,1,0,0,0,4303172,2463,27.58231903848193,0.19740250644373708,0.8699475918945332,0
12942,2211,40.75070453734782,-73.55655557016739,0,1,0,1,0,0,1,0,4301818,825,32.03727978373206,0.2729367619595251,0.542289371565648,0
12943,1583,40.71714588430277,-73.8072807535039,0,1,1,0,0,0,0,0,4307222,2003,61.5275064612657,0.1655758737470765,0.5667885651160001,0
12944,826,40.8093866077524,-74.15083041434025,1,1,0,0,0,0,0,1,4321313,7725,28.51530751201016,0.17515939111555745,0.67675114461145,0
12945,356,40.76476735394774,-74.71003218463262,0,0,1,0,0,0,0,1,4322648,6877,10.990222922518662,0.4157179500060117,0.3701151784990227,0
12946,1795,40.79206981903564,-74.00894080114952,0,0,0,0,0,0,1,0,4321259,7975,54.13621992659493,0.1782200834243911,0.6166865390100146,0
12947,791,40.7517060510523,-73.71688213962416,0,0,0,0,0,0,0,0,4316044,7866,14.483170546180396,0.22558805309517627,0.9726764814646993,0
12948,1216,40.694090159947116,-73.3013059784198,0,0,0,1,0,0,1,0,4303893,7889,29.865054928052373,0.1932121320776759,0.7201607338346032,0
12949,1466,40.82529445011603,-74.5222657741138,0,0,0,1,0,0,0,0,4311600,5479,11.351111409313608,0.1538589361270439,0.8146581665697739,0
12950,1205,40.76474395062736,-74.22180649849588,0,0,0,0,0,0,0,0,4316000,8505,32.64928267223769,0.19888903815972345,0.8810001858293407,0
12951,2230,40.77921960915115,-73.13242268161194,0,1,1,0,0,0,0,1,4310842,6295,64.65801352119976,0.41659185780316854,0.5585158781423605,0
12952,921,40.851416770521524,-73.6370634660312,1,1,0,0,0,0,0,1,4322123,7010,49.66685983574712,0.2674674311075802,0.6996737550558876,0
12953,2026,40.89545457374682,-73.8279433402864,0,0,1,0,0,0,1,0,4309466,840,59.126279057065155,0.053387381361565234,0.6606488735966517,0
12954,1581,40.56607660933136,-73.7336874958094,0,1,0,0,0,0,0,0,4329176,5201,44.778733439942684,0.4681474373314757,0.5912396255448401,0
12955,1477,40.822596289469566,-74.69223401499168,0,0,0,0,0,1,0,0,4301564,5758,4.959644788954746,0.14339955418614206,0.7554170739135266,0
12956,1760,40.69337875594564,-74.08299155517616,0,1,0,1,1,0,0,0,4303322,2466,27.81178857162039,0.18105980913187103,0.822877927754912,0
12957,1864,40.6938716156506,-74.09090854816391,0,1,0,1,0,0,0,0,4319605,1249,55.06012401330327,0.10805697766550106,0.5437809368671069,0
12958,2220,40.67591608580152,-73.64092728416662,0,1,0,1,1,0,0,0,4302180,932,28.72934106221534,0.2792892687805865,0.5574681225800449,0
12959,1838,40.69387250355212,-74.71671454182004,0,0,0,0,0,0,0,0,4314272,8873,23.767878795133868,0.32324083503637513,0.8968732684938728,0
12960,996,40.851315095214005,-74.0346191636958,0,0,0,0,0,0,0,1,4320023,8040,44.54588890622196,0.24873420693466813,0.6361541099987342,0
12961,1829,40.784400826586555,-74.4675562957427,0,0,0,0,0,1,0,1,4311355,5512,20.437691405503124,0.14521304364407867,0.7346924067758103,0
12962,995,40.87935779229941,-73.46121971421965,0,0,1,0,0,0,0,1,4316567,1977,8.478381683600132,0.34307805176290884,0.9034481918869836,0
12963,1319,40.81705410147018,-74.49129803472975,0,1,1,0,0,0,0,1,4310151,8269,32.09512411648039,0.21882177760377314,0.8299633797352655,0
12964,1624,40.58196005861492,-73.1500984040595,1,0,1,0,0,1,1,0,4314920,2685,41.95380868696923,0.15910808619538522,0.7781928318243317,0
12965,1095,40.92270949156573,-74.34641276825302,0,0,0,1,0,0,1,0,4316852,132,57.76097325642893,0.04911463644169721,0.6035430220522104,0
12966,2137,40.64857997301456,-73.90483806546803,0,1,0,1,1,0,1,0,4302773,1306,29.0,0.22092333016923973,0.5203974035141395,0
12967,904,40.932902223373624,-73.58817021494058,0,0,1,0,0,0,0,0,4316484,1489,18.82075038999563,0.2793090836643552,0.8460400164564043,0
12968,2291,40.664219127425255,-73.62687154502456,0,1,0,1,1,0,1,0,4302118,723,29.0,0.2824941833731067,0.4913398849129639,0
12969,1188,40.88641292970319,-74.31982321229405,0,1,0,1,0,0,0,0,4301090,1671,5.903384109083639,0.43109266360602694,0.7073001385569326,0
12970,1515,40.79411982601976,-74.31205613492477,0,0,0,0,0,0,0,0,4311276,5890,21.06526115728461,0.1421682155177789,0.6954573145468002,0
12971,365,40.89387822807172,-74.88152311212731,0,0,1,1,0,0,0,1,4323190,1133,34.90172736920172,0.44617258139263816,0.9576020967727795,0
12972,1591,40.83773436777771,-74.67939299934392,0,0,0,1,1,0,1,1,4310994,5368,26.902142581855635,0.11588114540968303,0.7435156385200921,0
12973,1350,40.777462559058385,-74.34412954653743,1,0,0,0,0,0,0,0,4302366,6091,16.887651160990927,0.21538569283521491,0.7561189400985513,0
12974,2023,40.59212495726504,-74.49258066678858,0,1,0,1,0,0,1,0,4317490,1105,31.11895975144516,0.212451761502147,0.6650432881315793,0
12975,1616,40.84699818797078,-73.48190584319333,0,0,1,0,0,0,0,1,4322383,5342,48.606592035418494,0.4872792919499469,0.7456461310660176,0
12976,2106,40.93285523421475,-74.16803521368782,0,0,0,1,0,0,0,0,4310252,9339,33.954949643105046,0.30044777437431985,0.8598351686045731,0
12977,1478,40.77336454174733,-74.55565984805484,0,0,0,0,0,0,0,0,4315971,8928,44.660621153312206,0.18123578889671837,0.8203842978547278,0
12978,1006,40.937421220531725,-74.29170194728454,1,0,0,0,1,0,0,1,4307036,6457,44.90604745228865,0.05961473838197645,0.6557200140716322,0
12979,1447,40.790429114449424,-73.5037135591912,1,1,0,0,0,1,1,0,4315193,8107,19.55586030415099,0.271770894482292,0.7551519727907585,0
12980,2169,40.78264310020487,-74.1167124421331,0,0,0,1,0,0,0,0,4324666,7854,52.502391285306814,0.10185640783558,0.7793672530930887,0
12981,1878,40.622304031385795,-74.37186025056326,0,1,0,1,1,0,1,0,4303873,2285,29.0,0.1174757842001379,0.5692180521624576,0
12982,1964,40.84768375176395,-74.03299281319532,0,0,0,1,0,0,0,0,4326754,7848,52.759978019343876,0.1163127927165106,0.9544092012875015,0
12983,2005,40.93232020051444,-73.51847502792958,0,0,1,0,0,0,1,0,4308602,917,51.26625774387277,0.023047283805689447,0.6888171850392719,0
12984,1943,40.85840902186902,-74.35006324793969,0,0,1,0,1,0,1,0,4310073,1300,68.73144316745902,0.1956979408500899,0.6696421712412051,0
12985,1884,40.81421546966919,-73.55302768076872,1,0,0,1,1,0,0,0,4321729,775,47.77732774232382,0.19280832365869965,0.5520689704175261,0
12986,1351,40.68688778175038,-73.63382366596028,1,0,0,1,0,0,1,1,4304721,7452,36.800548854167765,0.3387404776206001,0.7587526708083044,0
12987,1472,40.593539927807086,-73.17945591194818,0,0,1,0,0,0,0,1,4315314,2810,37.09776896374452,0.1685895697417978,0.7848943577480108,0
12988,974,40.845725232807276,-74.07132036039712,0,0,0,0,0,0,0,1,4320100,8041,42.1748665736457,0.24030707003292465,0.6361400090239475,0
12989,2072,40.794015129397565,-73.68783904006932,0,0,0,1,0,0,1,0,4322468,6417,53.12360271591611,0.3036998093715622,0.7115937570906105,0
12990,1088,40.82834757177833,-73.59953499461105,0,0,0,0,0,0,0,0,4316724,2609,11.666050937231422,0.3360307029434181,0.8081695525973223,0
12991,2099,40.71374844520035,-74.17045060271145,1,1,0,0,0,0,1,0,4313520,8603,13.802889123533083,0.3874598893059791,0.7842959109126489,0
12992,1760,40.778217617678344,-73.95001330273138,0,0,1,0,0,0,1,0,4324721,5071,57.3658211683515,0.23164968291620602,0.7166292105847076,0
12993,1348,40.69947617341322,-73.84654427129442,0,0,0,0,0,1,1,0,4306651,967,44.86310879941506,0.06378610845945698,0.5818768272875013,0
12994,1420,40.8024329777396,-74.55806713222255,1,0,0,0,0,0,0,0,4301935,5857,10.694934681288919,0.18350386895797266,0.7577674086819447,0
12995,1671,40.7665674898783,-74.05762018942576,0,0,0,0,0,0,0,0,4302459,3155,21.293214422005565,0.216016991839443,0.9370494540360587,0
12996,237,40.53523563041924,-74.6043266231524,0,1,0,1,1,0,0,0,4320094,1005,22.082804125577873,0.07812881879736878,0.8378626089044833,0
12997,2208,40.779254394509145,-73.22268108762874,0,0,0,0,0,1,0,1,4310889,6215,61.54804292773181,0.3974860291590002,0.5695331495330268,0
12998,1724,40.6149029016139,-74.2519484565176,0,1,0,0,0,0,1,0,4313658,8293,16.93901056026047,0.3766490573555514,0.8246074047225176,0
12999,1041,40.666247515542885,-73.13512721466195,0,1,0,1,0,0,1,0,4304131,7729,39.5915222053531,0.26205193646725894,0.7243371319047506,0
13000,1797,40.599049516379324,-73.85656560313184,0,1,1,0,0,0,0,0,4303305,2609,25.04841599767615,0.2433347937058791,0.5818154480830405,0
13001,1759,40.7781089132974,-73.95090236450928,0,0,1,0,0,0,1,0,4324725,5071,57.36892876923234,0.23129792684227976,0.7165072569836587,0
13002,831,40.91947912521991,-73.90095722973743,0,0,1,0,0,0,0,0,4311901,5825,14.549226027695868,0.3267133810720968,0.905208774810497,0
13003,1210,40.556357939228995,-74.6978480449968,0,0,0,0,0,0,0,0,4313335,9019,54.04992335260501,0.10696269732828774,0.6443626554720822,0
13004,1247,40.820022344378614,-74.59790636705075,0,1,1,0,0,0,0,1,4310097,8424,29.540456150043738,0.2033060510254131,0.8512593473095726,0
13005,1653,40.83449818256341,-73.27103714037682,1,1,0,0,0,0,0,0,4328648,6040,51.32877726354958,0.2418018067068216,0.9331289199203395,0
13006,1907,40.72653653862276,-73.26226979193706,0,1,0,0,0,0,0,0,4301859,1941,28.12666125655565,0.34554135729678626,0.6056456522631463,0
13007,1922,40.60633188389212,-74.30825050174492,1,1,0,0,0,0,0,0,4317705,476,16.071663299816592,0.30098864138966375,0.5958916981786994,0
13008,281,40.66185604138456,-74.45147555543336,0,1,1,0,0,0,0,1,4322287,5988,34.18667615637739,0.31459191629915007,0.4351229338674727,0
13009,2011,40.7212545190033,-74.57082763941234,1,0,0,1,0,0,0,1,4304294,7752,14.539825463892793,0.2469193325540158,0.6748357816106287,0
13010,1292,40.85553983947893,-73.71959638468323,0,0,0,1,0,0,1,0,4324026,625,19.343887857254103,0.48220899845929105,0.9448725406915,0
13011,1487,40.62525182877752,-74.01675988459952,0,1,0,0,0,0,1,0,4328751,6173,37.055158361144116,0.4671603113068995,0.5562028005492045,0
13012,953,40.94878930952102,-74.12795597531529,0,0,1,0,0,0,0,0,4316749,484,50.65467730538531,0.09217854302302797,0.6645463065895312,0
13013,884,40.907476813655194,-73.96121015399564,0,1,1,0,0,0,0,0,4310253,6361,54.2538339137582,0.20219783458446555,0.5904915703601884,0
13014,1341,40.671851406233365,-73.69685541624611,1,0,0,0,0,0,0,0,4321421,486,26.891853305366674,0.3286879244826737,0.5724996180539772,0
13015,1286,40.55784080828481,-74.56766902279922,0,1,1,1,0,1,1,1,4318743,1466,42.90510691219031,0.09406181259802143,0.7040018307283922,0
13016,2159,40.57629840413933,-74.25615537044844,0,0,0,0,0,1,0,0,4312371,2704,26.589802777016956,0.2554157686746407,0.8538605257211559,0
13017,882,40.942624065721795,-73.56629902774837,0,0,0,1,0,0,1,1,4310368,3494,32.41163389619032,0.309927397971585,0.5944338074953507,0
13018,1921,40.58190103620745,-74.51755270598767,0,1,0,1,0,0,1,0,4317757,1364,40.82351105748194,0.1633746912986028,0.6534582483947374,0
13019,1685,40.73907268877708,-73.95611120692669,0,0,0,1,0,0,1,0,4304297,7740,18.697795251939834,0.21339632524403504,0.7520060137104403,0
13020,1802,40.61948066182494,-73.13028844478853,0,1,0,0,0,0,0,0,4302169,2530,22.34083805271348,0.40638976059342596,0.5911063127133922,0
13021,1756,40.73994958166539,-73.80618872071324,0,1,0,1,1,0,0,0,4302743,2330,27.13995907898692,0.2421457688759875,0.9544383644034211,0
13022,1358,40.544665623721635,-74.71256062488422,1,1,0,0,0,0,0,0,4312901,8939,42.94027318259421,0.17627875052160463,0.7017016485065949,0
13023,563,40.77371238812582,-74.59784367905586,1,1,1,0,0,0,0,1,4321606,7648,12.755539398687969,0.244052782677077,0.529092703583579,0
13024,1678,40.599682506883624,-74.43415489422725,0,0,0,1,0,0,1,1,4304328,2252,31.29331527575961,0.09853227323216107,0.5649616412216895,0
13025,1396,40.805633998187275,-73.4054271182183,0,1,0,0,0,1,0,0,4319635,6800,63.98310866614772,0.3591482319982895,0.5219879731050818,0
13026,1793,40.61976669125622,-74.420207132468,0,1,1,1,1,0,0,1,4304358,2468,32.34001139645181,0.10691179697128943,0.5743682141372649,0
13027,1766,40.796013136902765,-74.00102599080665,0,0,0,0,0,0,1,0,4321186,7977,54.30371535948065,0.18334983654983267,0.6175339297064538,0
13028,1737,40.824935825517464,-73.81763404631234,0,0,0,1,0,0,0,0,4321308,829,54.0474775409926,0.15714866584743192,0.5208407826485729,0
13029,976,40.94599710253756,-74.32955090596086,0,0,0,0,0,0,0,0,4316920,103,62.326855279389484,0.024773320784399533,0.5887494335550578,0
13030,1767,40.86312529927118,-74.3014521829054,0,0,0,1,1,0,0,0,4326978,8069,43.3413572174225,0.2270829061577454,0.8330529859486866,0
13031,1863,40.681656306659846,-73.20694024206105,0,1,0,0,0,0,0,0,4301989,2188,25.701114007288325,0.371050376850039,0.599550434036006,0
13032,784,40.97479023580094,-74.41250079672956,0,0,1,1,0,0,0,0,4310883,5490,35.19028016070598,0.22444401146311765,0.8353385411546924,0
13033,1867,40.82954333765792,-74.55387517017083,1,0,0,0,0,0,0,1,4305324,7294,16.550035664977486,0.17991453290427464,0.7491745902801437,0
13034,2278,40.71959422811877,-74.17705908228604,0,0,0,0,0,0,0,0,4322615,7898,49.64595157860417,0.09280078752131712,0.5927415186168914,0
13035,1801,40.82638335374366,-73.55607964000775,0,0,1,0,0,0,1,0,4323335,5077,55.988876812283905,0.3875089966690766,0.770665532849174,0
13036,1659,40.75055674107673,-74.68896317270595,0,0,0,0,0,0,0,0,4315431,9015,41.08207039614702,0.22142115668496665,0.829359850953426,0
